GEDIV,GTMETSTA,GTCBSASZ,PESEX,PRTAGE,PEEDUCA,PUWK,PTS16E
4,1,0,2,35,41,1,10
4,1,0,1,38,42,1,36
4,2,0,2,61,43,2,120
4,2,0,1,62,40,2,10
4,1,6,1,58,40,1,96
4,1,6,2,56,44,1,96
4,1,6,2,32,43,2,10
4,1,6,1,35,43,1,5
4,1,0,2,72,40,3,12
4,1,0,1,64,43,1,300
4,1,0,2,63,40,1,20
4,1,0,2,50,40,1,10
4,1,0,1,43,39,1,8
4,1,0,2,49,43,1,100
4,1,6,2,71,42,1,24
4,1,6,1,75,39,3,5
4,1,6,2,76,40,1,3
4,1,0,2,31,40,2,20
4,1,0,1,32,43,1,10
4,1,0,1,80,39,3,6
4,1,0,2,80,39,2,25
4,1,0,2,71,40,3,40
4,1,5,2,67,40,3,150
4,1,5,1,69,41,3,150
4,1,3,1,46,39,1,150
4,1,5,1,38,43,1,500
4,2,0,1,59,39,2,15
4,1,3,2,33,41,1,12
4,1,3,1,72,43,3,70
4,1,3,2,22,40,2,4
4,1,3,2,65,39,1,2
4,1,5,2,34,44,2,120
4,1,5,1,36,43,2,500
4,1,5,2,38,43,1,5
4,1,5,1,58,44,1,22
4,1,5,2,46,43,1,10
4,1,6,2,41,43,2,104
4,1,0,2,54,44,1,48
4,2,0,2,50,43,1,120
4,2,0,1,51,39,1,10
4,2,0,2,23,43,1,10
4,2,0,2,72,43,3,2
4,2,0,2,74,39,3,6
4,2,0,1,76,39,3,6
4,1,6,1,55,39,1,24
4,1,6,2,52,39,1,24
4,1,6,2,71,41,3,100
4,1,6,2,39,43,1,25
4,1,6,1,37,39,1,36
4,1,6,1,23,39,1,5
4,1,6,1,61,43,1,5
4,1,6,2,27,43,1,25
4,1,6,2,46,40,2,100
4,1,6,1,69,43,1,150
4,1,6,2,64,44,1,500
4,1,6,1,64,43,1,260
4,1,6,1,20,39,1,5
4,1,6,1,23,39,1,7
4,2,0,1,56,40,1,120
4,2,0,1,47,43,1,200
8,1,0,2,65,39,1,50
8,1,0,1,68,43,1,40
8,1,0,2,70,43,1,24
8,2,0,2,66,43,3,40
8,2,0,1,54,42,1,6
8,2,0,2,71,43,1,60
8,2,0,2,39,40,1,2
8,2,0,1,64,43,1,200
8,2,0,2,65,44,2,200
8,2,0,1,23,43,1,100
8,2,0,1,80,43,1,260
8,2,0,1,18,37,1,24
8,2,0,1,51,39,1,10
8,2,0,2,63,44,1,15
8,2,0,2,85,43,3,1
8,2,0,2,55,44,1,10
8,2,0,2,36,44,1,50
8,2,0,1,36,40,1,75
8,2,0,1,79,44,3,300
8,2,0,2,72,40,2,200
8,2,0,2,49,43,1,80
8,1,2,1,85,40,3,6
8,1,2,2,85,39,3,1
8,1,2,2,70,40,3,208
8,1,2,2,74,43,2,280
8,1,2,1,76,43,2,6
4,2,0,1,52,39,1,25
4,2,0,1,19,39,1,500
4,2,0,2,31,43,1,120
4,1,4,2,32,43,1,40
4,1,4,2,69,43,3,120
4,1,4,2,59,43,1,24
4,1,4,1,59,43,1,12
4,1,4,1,44,43,1,36
4,1,4,2,42,43,1,120
4,1,4,2,67,43,3,12
4,1,4,2,67,43,3,12
4,1,0,2,74,43,3,24
4,1,0,1,75,42,3,44
4,2,0,2,80,42,2,56
4,2,0,2,65,40,1,5
4,1,0,1,62,43,1,80
4,1,0,2,62,43,1,60
4,1,4,2,45,43,1,20
4,1,4,1,64,42,1,15
4,1,4,2,63,42,1,15
4,2,0,1,36,43,1,85
8,2,0,1,69,40,3,50
8,1,5,2,74,40,3,100
8,1,5,2,56,44,1,140
8,1,5,2,30,40,1,40
8,1,5,1,43,44,1,60
8,1,5,1,74,45,3,36
8,1,5,1,48,39,1,36
8,1,5,2,73,43,3,80
8,1,5,2,20,39,1,40
8,1,5,2,64,44,2,96
8,1,5,2,27,44,1,32
8,2,0,2,58,43,1,15
8,1,0,2,56,41,1,7
8,1,0,2,48,40,1,24
8,1,0,1,44,43,1,5
8,1,4,1,69,40,1,420
8,1,4,2,67,43,2,15
8,1,4,2,50,42,1,20
8,1,4,1,52,41,2,36
8,1,4,2,48,46,1,36
8,1,4,1,41,39,1,15
8,1,4,2,61,44,2,10
8,1,4,1,79,43,3,120
8,1,4,1,38,39,2,3
8,2,0,1,58,43,1,2
8,2,0,2,50,43,1,312
8,2,0,1,28,43,1,10
8,2,0,1,75,44,3,30
8,2,0,1,35,39,1,16
8,1,4,2,49,43,1,150
8,1,2,2,50,43,1,120
8,1,2,2,78,42,3,12
4,1,0,2,67,43,3,240
4,1,2,1,27,40,1,12
4,1,2,2,44,44,1,100
4,1,2,1,44,39,1,20
4,1,2,1,25,39,1,24
4,1,2,2,69,40,3,200
4,1,2,2,40,42,1,90
4,1,2,1,39,43,1,200
4,1,2,1,32,45,1,100
4,1,2,2,33,43,2,75
4,1,2,1,70,39,3,8
4,1,2,2,66,43,3,12
4,1,2,1,25,39,1,200
4,1,2,2,23,41,1,10
4,1,0,1,33,43,1,400
4,1,0,2,33,44,1,10
4,1,0,2,39,44,1,10
4,1,0,1,40,41,1,5
4,1,0,1,54,41,1,20
4,2,0,2,52,42,1,33
4,2,0,1,54,41,1,24
4,2,0,1,28,43,1,125
4,2,0,2,55,40,1,20
4,2,0,2,27,40,1,35
4,2,0,1,24,43,1,8
4,2,0,2,35,46,1,40
4,2,0,2,36,43,1,40
4,2,0,2,29,40,2,8
7,1,5,2,25,43,1,72
7,1,4,2,59,43,1,208
7,1,5,2,42,43,1,12
7,1,5,1,60,44,3,6
7,1,4,1,85,43,2,20
7,1,4,2,62,40,1,24
7,1,4,2,33,42,1,6
7,1,4,1,37,39,1,500
9,1,0,2,50,42,1,500
9,1,0,1,45,39,2,500
9,1,5,2,67,43,3,4
9,1,5,1,67,43,3,4
9,1,2,2,53,44,1,50
9,2,0,2,75,40,3,120
9,2,0,1,77,43,3,120
9,1,2,1,38,43,1,24
9,1,2,2,41,41,1,12
9,1,2,2,39,43,1,160
9,1,3,2,30,44,1,40
9,1,3,1,54,43,1,100
9,1,5,1,47,43,1,16
9,1,5,1,39,44,1,6
9,1,3,1,37,43,1,10
9,1,3,2,37,43,1,10
9,1,5,2,70,44,2,30
9,1,5,2,31,43,1,12
9,1,5,2,85,42,3,50
4,2,0,2,62,41,1,3
4,2,0,2,43,40,1,120
4,2,0,2,73,41,3,104
4,2,0,1,76,44,1,200
4,2,0,1,23,41,1,2
4,2,0,1,85,43,1,11
4,2,0,1,58,46,1,140
4,2,0,2,24,43,1,1
4,2,0,2,72,43,3,40
4,2,0,1,29,41,1,100
4,2,0,2,24,41,1,50
4,2,0,1,80,40,3,300
4,2,0,2,80,39,3,350
4,2,0,2,67,41,1,50
4,2,0,1,68,41,3,50
4,1,2,2,66,39,3,1
4,1,2,2,69,40,2,104
4,1,2,1,61,39,1,12
4,1,2,2,39,44,1,30
4,1,2,1,41,44,1,50
4,1,2,2,54,40,1,30
4,1,2,1,59,39,1,50
4,1,2,1,75,44,3,500
4,1,0,1,61,40,1,400
4,1,0,2,71,41,3,100
4,1,0,2,41,43,2,300
4,1,2,2,60,39,1,40
4,1,2,1,45,39,1,6
4,1,2,2,65,40,1,12
4,1,0,2,28,43,1,20
4,1,0,1,27,43,1,20
4,1,0,1,69,43,2,60
4,1,0,2,69,40,2,104
4,1,0,2,33,41,1,40
7,1,3,1,34,43,1,240
7,1,3,2,34,46,1,20
7,1,5,1,73,44,3,60
7,1,5,2,64,44,3,4
7,1,5,2,20,40,1,104
7,1,5,2,69,40,3,400
7,1,5,2,72,40,3,80
7,1,5,1,39,45,1,10
7,1,5,2,54,37,1,10
7,1,5,2,32,43,1,100
7,1,7,1,74,40,3,25
7,1,7,1,58,40,2,500
7,1,7,2,58,40,2,36
7,1,7,1,48,42,1,40
7,1,7,2,48,44,1,150
7,1,7,2,30,38,2,10
7,1,2,1,36,45,1,30
7,1,2,2,31,45,1,50
7,1,2,2,71,43,3,20
7,1,2,1,77,43,3,20
7,1,3,1,85,40,3,48
7,1,3,2,78,40,3,52
7,1,7,2,63,39,1,25
7,1,7,1,38,44,1,80
7,1,7,2,33,43,1,60
7,1,5,1,46,43,1,60
7,1,5,2,43,43,1,25
7,1,3,2,41,40,1,52
7,1,7,2,49,36,1,7
7,1,7,2,30,42,1,60
7,1,7,1,38,43,1,310
7,1,7,2,48,44,1,500
7,1,7,1,52,40,1,365
7,1,7,2,61,43,2,2
7,1,7,2,68,42,1,4
7,1,7,1,65,39,1,6
7,1,7,1,31,43,1,10
7,1,7,2,80,43,3,24
7,1,7,1,68,43,1,24
7,1,4,1,36,40,2,65
7,2,0,1,20,43,1,500
7,1,2,2,67,41,1,60
7,1,5,2,38,43,1,72
7,1,5,1,36,43,1,90
7,1,7,2,54,40,1,6
7,1,7,1,47,43,3,8
7,1,7,1,49,42,1,8
7,1,7,2,44,43,1,48
7,1,7,2,59,40,3,100
7,1,7,2,64,40,3,8
7,1,7,2,36,44,1,10
7,1,7,1,49,39,2,5
7,1,7,2,38,43,2,40
7,1,7,1,40,43,1,10
7,1,3,2,64,39,1,8
7,1,3,2,34,39,1,10
7,1,3,2,31,42,1,40
7,1,7,1,37,39,1,12
7,1,7,2,35,39,1,12
7,1,7,1,70,40,3,48
7,1,7,2,64,43,1,48
7,1,7,2,61,39,2,36
7,1,3,1,73,43,2,5
7,1,3,2,79,40,2,10
7,1,3,2,23,39,2,10
7,1,2,2,63,43,1,2
7,1,7,2,48,43,1,100
7,1,7,2,61,43,1,32
7,1,7,2,62,44,1,50
7,1,7,2,35,42,2,200
7,1,7,1,32,43,2,500
7,1,7,2,36,46,1,5
7,1,5,2,44,44,1,60
7,1,5,2,53,43,3,500
7,1,5,1,72,43,3,1
7,1,5,1,54,44,2,8
7,1,5,1,40,43,1,40
7,1,5,1,20,40,1,50
7,1,5,1,38,43,1,12
7,1,5,1,28,43,1,120
7,1,2,2,32,39,1,6
7,1,0,2,35,41,1,8
7,1,0,1,49,39,1,6
7,1,0,2,47,39,1,50
7,2,0,2,18,39,2,24
7,2,0,1,41,44,1,12
7,1,3,1,26,45,1,20
7,1,5,1,71,43,3,240
7,1,5,2,69,43,3,7
7,1,5,2,48,43,1,10
8,1,4,2,80,43,3,300
8,1,4,2,70,40,3,120
8,1,4,2,42,40,2,35
8,1,4,1,35,44,1,50
8,1,4,2,44,42,2,52
8,1,4,2,38,43,1,500
8,1,4,2,71,40,1,80
8,1,4,2,44,39,1,80
8,1,4,2,30,44,1,12
8,1,4,2,54,41,1,200
8,1,4,1,58,43,1,100
8,1,4,2,24,41,1,50
8,1,4,2,67,43,1,100
8,1,4,1,69,44,1,36
8,1,4,2,73,41,3,16
8,1,5,1,72,43,1,200
8,1,5,2,70,42,3,300
8,1,5,1,41,41,1,75
8,1,5,2,53,44,1,36
8,1,5,1,38,44,1,200
8,1,5,2,37,43,2,100
8,1,5,2,29,43,1,6
8,1,5,1,60,43,2,6
8,1,5,1,34,43,1,2
8,1,5,2,32,43,2,12
8,1,5,2,37,38,1,1
8,1,5,1,79,40,2,48
8,1,5,2,48,44,1,60
8,1,5,2,40,44,1,10
8,1,5,1,38,46,1,5
8,1,5,2,28,43,1,10
8,1,5,1,43,43,1,48
8,1,4,2,32,43,1,20
8,1,4,2,26,39,2,20
8,1,4,1,21,40,1,10
8,1,4,2,24,40,1,30
8,1,4,2,60,40,1,20
8,1,4,1,63,46,1,20
8,1,4,1,59,43,1,300
8,1,4,1,27,42,1,8
8,1,4,2,26,43,2,50
8,1,4,1,29,40,1,25
8,1,4,2,27,43,1,200
8,1,4,1,30,43,1,250
8,1,4,2,52,40,1,35
8,1,4,2,25,41,1,30
8,1,4,1,38,45,1,20
8,1,4,1,69,39,2,12
8,1,4,2,65,39,2,12
9,1,3,2,40,43,1,10
9,1,0,1,74,43,3,20
9,1,0,2,75,43,2,20
9,2,0,2,59,39,1,200
9,2,0,2,52,44,1,30
9,2,0,2,73,40,3,20
9,2,0,1,65,45,3,200
9,1,3,2,74,44,1,20
9,2,0,1,53,39,1,120
9,1,6,1,71,40,3,40
9,1,6,2,59,44,1,6
9,1,6,2,29,42,1,50
9,1,6,1,60,43,1,20
9,1,6,1,53,43,1,20
9,1,6,1,51,39,1,150
9,1,6,2,30,43,1,24
9,1,6,2,72,45,3,500
9,1,6,2,69,44,3,500
9,1,6,1,45,40,2,45
9,1,6,2,67,44,3,100
9,1,6,1,58,42,1,120
9,1,6,2,40,43,1,55
9,1,6,1,34,40,1,8
9,1,6,1,57,40,2,150
9,1,6,2,77,39,1,200
9,1,2,2,58,41,1,10
9,1,2,2,65,43,1,240
9,1,2,2,60,41,2,256
9,1,6,2,28,43,1,4
9,1,6,1,31,43,1,2
9,1,4,2,66,42,1,75
9,1,0,1,35,39,1,183
9,1,0,1,67,41,2,100
3,1,3,1,19,39,1,4
3,1,4,2,69,41,3,50
3,1,4,1,69,41,3,50
3,1,4,2,47,43,2,12
3,1,4,2,30,40,1,27
3,1,4,2,31,43,1,24
3,1,4,1,59,43,1,20
3,2,0,2,53,39,1,12
3,1,7,1,44,39,1,60
3,1,5,2,28,39,2,6
3,1,5,2,21,40,1,60
3,1,5,2,71,43,3,4
3,2,0,2,66,39,3,4
3,2,0,1,71,39,3,4
3,1,5,1,37,43,1,40
3,1,5,2,32,43,1,6
3,1,2,2,72,44,3,20
3,1,2,1,73,40,1,20
3,1,2,2,85,39,3,3
3,1,6,1,37,44,1,200
3,2,0,2,47,44,1,24
3,2,0,1,48,43,1,12
3,1,5,2,46,43,1,20
3,2,0,1,65,39,2,20
8,2,0,2,25,43,1,8
8,2,0,2,38,44,2,200
8,2,0,2,42,43,1,100
8,2,0,1,42,46,1,20
8,2,0,2,77,40,3,48
8,2,0,2,26,43,1,100
8,2,0,1,27,44,1,300
8,2,0,2,53,40,1,1
8,2,0,1,69,40,3,500
8,2,0,1,37,39,1,100
8,2,0,2,44,39,1,10
8,1,0,2,71,43,2,40
8,1,0,2,76,43,3,20
8,1,0,2,37,44,1,10
8,1,0,2,24,39,1,8
8,1,0,2,49,43,1,40
8,1,0,1,45,40,1,212
8,1,0,2,40,39,1,208
8,1,0,1,70,46,3,500
8,1,0,1,58,39,1,416
8,1,0,2,60,40,1,260
8,2,0,1,42,43,1,60
8,2,0,1,71,40,3,6
8,2,0,2,41,40,1,10
8,2,0,1,48,39,1,10
8,2,0,2,35,40,1,24
8,2,0,1,74,43,3,60
9,1,0,1,52,46,1,12
9,1,0,2,60,44,1,144
9,1,0,1,68,43,3,120
9,1,0,1,35,43,1,5
8,1,6,2,41,42,1,40
8,1,6,2,27,44,1,30
7,2,0,2,25,40,2,5
7,1,3,2,33,44,1,24
7,1,3,1,35,43,1,40
7,1,3,1,29,46,1,12
7,1,3,1,32,43,1,6
7,1,3,2,31,44,1,12
7,1,2,1,64,39,3,8
7,1,0,2,25,43,1,8
7,1,0,1,52,37,1,30
7,1,0,2,44,39,1,12
7,1,0,2,73,43,3,8
7,2,0,1,28,40,1,10
7,1,4,1,80,44,3,10
7,1,4,2,73,40,2,500
7,1,4,1,79,44,3,100
7,1,3,2,60,44,1,20
9,1,4,2,47,45,1,5
9,1,4,2,47,44,1,24
9,1,4,2,37,43,2,100
9,1,4,1,30,39,1,30
9,1,2,2,66,41,1,7
9,1,2,1,35,44,2,240
9,1,2,2,32,43,1,240
8,1,4,2,71,44,3,12
8,1,0,2,58,39,1,24
8,1,0,1,24,42,2,12
8,2,0,2,67,40,3,20
8,2,0,2,34,42,1,72
8,2,0,1,73,39,3,208
4,2,0,2,65,41,1,6
4,2,0,2,21,40,2,10
4,1,0,2,47,44,1,100
4,2,0,2,80,39,1,12
4,1,0,1,38,44,1,10
4,1,4,2,72,40,3,75
4,1,4,1,72,40,3,75
4,1,4,1,39,44,1,150
4,2,0,2,53,43,1,12
4,2,0,2,63,40,1,10
4,1,6,1,57,40,1,36
4,1,6,2,38,42,1,120
8,1,0,2,25,43,1,50
8,1,0,1,58,39,1,40
8,1,0,2,58,40,1,48
8,2,0,1,58,39,1,8
8,2,0,2,58,40,1,8
8,2,0,1,32,40,1,25
8,2,0,2,63,43,3,200
8,2,0,2,66,40,3,36
8,2,0,2,56,39,1,24
8,2,0,1,77,43,3,150
8,1,2,2,56,40,1,24
4,1,0,2,59,43,2,50
4,1,0,2,28,44,1,8
4,1,4,2,57,44,1,3
8,1,5,2,18,39,2,200
8,1,4,2,72,46,3,100
8,1,4,1,68,40,3,250
4,1,2,2,61,40,1,50
4,1,2,1,62,43,1,100
4,1,0,2,38,41,1,250
4,2,0,2,32,44,1,20
4,2,0,1,34,43,1,10
4,2,0,1,29,42,1,60
4,2,0,2,29,43,1,90
4,2,0,2,67,39,3,200
4,2,0,1,80,39,3,265
7,1,5,2,36,40,1,60
7,1,5,2,55,40,1,3
7,1,4,2,31,39,1,12
7,1,4,2,49,41,1,40
7,1,4,1,85,45,1,100
7,1,4,1,26,43,1,200
9,1,0,2,52,44,1,20
9,1,0,1,69,44,2,130
9,1,0,1,47,43,1,300
9,1,5,2,58,43,2,200
9,1,5,1,60,43,1,48
9,1,5,2,48,43,2,8
9,1,2,2,39,40,1,100
9,1,3,1,73,43,3,500
9,1,5,1,41,43,1,20
9,1,5,2,42,43,1,20
9,1,5,2,45,39,2,72
9,1,5,1,60,39,1,100
9,1,5,2,51,39,1,80
4,2,0,2,85,35,3,1
4,1,2,2,56,40,1,84
4,1,2,1,51,43,1,100
9,1,6,1,41,39,1,2
8,2,0,1,80,46,2,30
8,2,0,2,85,40,2,10
8,2,0,2,23,43,1,5
8,2,0,2,68,43,1,170
8,2,0,1,67,40,1,100
8,2,0,2,56,44,1,8
8,2,0,1,75,44,3,10
8,2,0,2,47,43,1,40
8,1,0,2,37,42,1,8
8,1,0,1,36,40,1,5
8,1,0,1,71,43,3,10
8,1,0,2,67,40,3,286
8,1,0,2,64,40,3,24
8,1,0,1,64,42,3,1
8,1,0,2,61,40,3,1
8,2,0,2,66,39,3,2
8,2,0,2,76,40,3,60
6,1,2,2,36,43,1,1
6,2,0,2,57,44,2,12
6,2,0,1,58,43,1,20
6,2,0,1,69,40,1,12
6,2,0,2,32,44,1,50
6,2,0,2,38,34,1,24
6,2,0,1,27,43,1,120
6,2,0,2,31,44,1,10
6,2,0,1,36,43,1,60
6,2,0,2,35,42,1,50
6,1,5,1,32,45,1,100
6,1,3,1,52,41,1,40
6,1,3,1,46,44,1,500
6,1,3,2,35,44,2,500
6,1,3,1,48,44,1,480
6,1,5,2,36,43,1,20
6,1,5,1,34,43,1,24
6,1,5,2,33,43,1,2
1,1,4,2,56,39,1,5
1,1,4,1,27,43,1,1
1,1,4,1,68,43,1,50
1,1,4,1,63,44,1,50
1,1,4,2,65,43,3,4
1,1,4,2,30,40,2,10
1,1,5,1,27,43,1,20
1,1,5,2,25,43,1,20
1,1,5,2,43,43,1,10
1,1,4,1,52,43,1,5
1,1,4,2,69,41,3,180
1,1,4,2,19,39,2,144
1,1,3,2,71,45,3,10
1,1,3,1,74,39,3,100
5,1,2,1,54,44,1,210
5,1,2,1,58,46,1,7
5,1,2,2,32,40,2,36
5,1,2,2,49,40,1,24
5,1,2,2,23,40,1,100
5,1,7,1,60,43,2,48
5,1,7,2,60,44,1,35
5,1,3,1,74,46,3,50
5,1,3,2,69,43,3,50
5,1,3,2,78,38,3,12
5,1,3,2,75,39,3,24
5,1,3,1,76,39,3,10
5,1,3,1,77,46,3,480
5,1,3,2,77,39,3,60
5,1,3,2,69,42,3,20
5,1,3,1,69,40,3,300
5,1,7,1,57,46,1,500
5,1,7,2,26,43,1,15
5,1,7,1,30,45,1,20
5,1,7,2,69,44,2,100
5,1,7,2,35,43,1,20
5,1,7,1,30,40,1,15
5,1,7,2,32,45,1,8
5,1,7,1,26,43,1,36
5,1,7,1,26,46,1,18
5,1,7,2,38,45,1,40
5,1,7,2,28,43,1,20
5,1,7,1,79,40,1,1
5,1,7,1,31,43,1,30
5,1,7,2,33,43,1,30
5,1,7,1,32,43,1,10
5,1,7,2,30,43,1,8
5,1,3,1,80,45,1,300
5,1,3,2,74,46,1,50
5,1,2,2,52,42,1,12
5,1,2,1,75,36,3,24
5,1,7,1,75,43,3,5
5,1,7,2,55,43,1,15
5,1,0,2,71,39,3,20
5,1,0,1,73,40,3,40
5,1,0,2,85,39,3,200
5,1,0,1,66,46,3,20
5,1,0,2,64,42,3,2
5,1,5,2,80,43,1,120
5,1,5,2,74,44,3,120
5,1,5,1,64,43,1,120
5,1,5,2,29,43,1,6
5,1,5,2,50,43,1,40
5,1,3,2,66,43,3,50
5,1,0,2,76,39,3,500
5,1,6,2,60,43,3,4
5,1,5,2,80,39,3,12
5,2,0,1,36,43,1,5
5,1,4,1,69,43,3,100
5,1,4,2,80,40,3,100
5,1,7,2,28,43,1,36
5,1,7,2,22,39,1,20
5,1,7,1,20,39,1,8
5,1,7,2,36,43,1,1
5,1,5,2,69,44,3,20
5,1,5,2,71,43,3,12
5,1,5,1,73,43,3,20
5,1,7,2,80,41,3,10
5,1,6,2,69,44,3,100
5,1,6,1,73,43,3,200
5,1,6,2,21,41,1,4
5,1,6,2,37,44,1,20
5,1,3,2,58,39,1,20
5,1,3,1,59,39,1,20
5,1,5,2,73,43,3,10
5,1,4,2,52,44,1,27
5,1,0,1,70,39,1,2
5,2,0,2,69,44,3,5
5,1,2,1,32,44,1,48
5,1,4,2,75,39,3,20
5,1,7,2,39,43,1,20
5,1,7,2,51,40,1,5
5,1,7,1,38,43,2,50
5,1,4,2,29,44,2,10
5,1,4,2,39,41,2,10
5,2,0,2,69,44,1,150
5,1,7,1,29,39,1,10
5,1,7,1,41,43,1,8
5,1,7,2,38,43,2,8
5,1,7,1,45,39,1,15
5,1,7,2,40,41,1,15
5,1,7,2,30,43,1,5
5,1,7,1,59,44,1,16
5,1,7,1,72,44,2,100
5,1,7,2,40,44,1,5
5,1,2,1,42,43,1,4
6,1,5,2,50,44,1,25
6,1,5,2,19,40,2,50
6,1,5,2,48,43,2,20
6,1,5,2,53,44,1,3
6,1,5,2,74,43,1,2
6,1,3,2,19,40,1,4
6,1,5,1,37,43,1,20
6,2,0,2,63,39,3,500
6,2,0,1,57,42,1,300
6,2,0,1,58,44,1,12
7,1,3,2,80,43,3,10
7,1,2,2,30,39,1,70
7,1,3,1,42,36,1,10
7,1,3,2,30,43,1,20
7,1,3,2,65,43,3,70
7,1,3,1,64,43,1,70
7,1,3,1,40,44,1,24
7,1,3,2,42,43,1,10
7,1,0,2,30,42,2,20
7,1,0,1,29,40,1,20
1,1,2,1,59,40,1,1
1,1,4,2,66,43,3,75
1,1,4,1,67,44,3,75
1,1,4,2,58,44,2,100
1,1,4,2,73,43,3,25
1,2,0,1,33,39,1,16
1,2,0,2,30,43,1,294
1,2,0,1,62,44,1,84
1,2,0,2,73,43,3,500
1,2,0,1,75,44,3,365
1,2,0,2,70,43,3,48
1,1,2,1,74,39,3,100
1,1,2,2,39,44,1,60
1,1,2,1,40,44,1,40
1,1,2,1,58,43,3,250
1,1,2,2,57,43,3,250
1,1,2,1,44,39,1,30
1,2,0,2,55,39,1,20
1,1,4,2,29,43,1,14
5,1,6,1,67,39,1,40
5,1,6,2,80,43,3,150
5,1,6,2,80,44,3,54
5,2,0,2,44,39,1,5
5,1,7,2,57,39,1,250
5,1,6,2,28,43,1,52
5,1,6,1,35,43,1,52
5,1,7,1,76,43,3,500
5,1,7,2,34,40,1,10
5,1,7,1,80,44,2,40
5,1,7,2,61,44,1,12
5,1,7,1,54,43,1,40
5,1,7,1,68,44,1,96
5,1,3,1,78,46,3,10
5,1,6,2,42,43,1,12
5,1,6,2,64,39,1,150
5,1,6,2,24,43,1,120
1,1,2,2,71,43,3,240
1,1,2,2,72,42,3,5
1,1,5,2,53,43,1,15
1,1,5,2,62,43,2,100
1,1,5,2,74,39,3,500
1,1,6,1,61,40,1,120
1,1,6,1,39,45,1,12
1,1,6,2,44,44,1,16
1,1,6,2,38,44,1,120
1,1,6,2,54,39,1,40
1,1,6,2,44,43,1,30
1,1,6,2,63,43,1,6
1,1,6,1,78,44,3,12
1,1,6,2,78,44,3,10
1,1,4,2,67,44,1,150
1,1,4,1,68,46,1,100
6,1,0,2,63,43,3,20
6,1,0,1,66,43,1,50
6,2,0,2,53,42,1,3
6,1,0,2,39,41,1,3
6,2,0,1,69,40,1,30
6,1,4,1,35,43,1,20
6,1,4,1,46,43,1,200
6,2,0,1,80,40,3,60
6,2,0,2,62,42,3,100
6,1,5,2,43,39,1,20
6,2,0,1,64,39,1,25
6,2,0,2,33,44,1,20
6,2,0,1,42,44,1,20
1,2,0,2,71,43,3,8
1,2,0,2,80,40,3,25
1,2,0,2,62,40,3,30
1,2,0,1,59,44,1,15
1,2,0,2,60,42,1,4
1,2,0,2,40,34,2,55
1,2,0,2,74,43,3,24
1,2,0,2,79,43,3,10
1,1,3,2,40,41,2,360
1,1,3,1,56,39,1,288
1,1,3,2,58,39,2,288
1,1,3,2,22,43,2,30
1,1,3,2,53,40,1,24
1,1,3,2,51,44,1,10
1,2,0,1,66,39,1,260
1,2,0,2,55,40,1,500
1,2,0,2,72,43,3,156
1,2,0,2,55,42,1,60
1,1,6,2,30,43,1,8
1,1,6,2,57,44,1,120
1,1,6,2,61,40,1,20
1,1,6,1,74,39,1,15
2,1,7,2,36,45,1,15
2,1,7,2,67,44,3,30
2,1,7,2,60,39,1,10
2,1,7,2,69,44,1,5
2,1,7,1,47,43,1,16
2,1,3,2,51,43,1,260
2,1,7,2,61,44,1,100
2,1,7,2,85,39,3,72
2,1,7,1,57,43,1,4
2,1,7,2,32,40,1,20
2,1,7,1,45,43,1,8
2,1,7,2,42,43,1,20
2,1,7,1,36,43,1,5
2,1,7,1,51,44,1,30
2,1,7,2,50,43,1,30
2,1,4,2,39,46,1,20
2,1,4,1,37,45,1,10
2,1,7,1,54,40,1,120
2,1,3,2,65,44,3,500
2,2,0,2,63,44,2,48
2,1,5,1,60,44,1,10
2,1,7,1,35,43,2,24
2,1,5,1,49,45,1,60
2,1,5,1,74,45,1,96
2,1,5,1,60,44,1,50
2,1,7,1,57,44,3,48
2,1,7,1,42,43,1,20
2,1,7,2,46,43,1,6
2,1,7,2,48,43,2,10
2,1,7,1,65,44,1,100
2,1,7,2,64,44,1,50
2,1,7,2,67,46,1,25
2,1,7,2,34,43,2,100
2,1,7,1,72,43,3,100
2,1,7,2,72,43,3,100
2,1,7,2,59,44,1,10
2,1,3,2,54,42,1,24
2,1,2,2,85,41,3,72
2,1,7,2,45,43,1,30
2,1,7,1,31,44,1,140
5,1,0,2,74,44,3,2
5,1,0,2,76,39,1,10
5,1,0,1,70,39,1,12
5,1,0,2,66,41,2,15
5,1,3,1,61,43,3,104
5,1,5,1,36,44,1,15
5,1,5,2,35,44,1,10
5,1,5,2,49,43,2,7
5,1,3,2,29,39,1,4
5,1,4,2,79,44,3,104
5,1,4,1,80,43,3,104
5,1,4,2,56,41,1,120
5,1,4,2,32,42,1,40
5,1,4,2,52,43,1,16
5,1,3,1,41,39,1,16
5,1,5,1,70,43,1,40
5,2,0,1,43,39,1,50
5,2,0,2,34,42,2,96
5,2,0,1,74,44,1,100
5,1,5,1,52,44,1,84
5,1,5,2,44,43,2,60
5,1,2,1,40,40,1,3
5,2,0,2,68,43,3,9
5,2,0,1,73,42,1,104
5,2,0,2,61,43,1,400
5,2,0,2,43,40,2,416
5,2,0,1,47,40,1,416
5,1,5,2,63,40,2,250
5,1,5,1,64,39,1,250
5,1,5,2,42,39,2,20
5,1,5,1,67,43,3,60
5,1,5,2,66,41,2,100
5,1,5,2,34,43,2,100
5,1,5,1,47,41,1,24
5,1,5,2,45,43,1,3
5,1,5,1,70,46,3,108
5,2,0,1,42,40,1,20
